Calculation1,School,City,County/State/Country,Measure Names,Measure Values
LITTLEROCK HIGH SCHOOL051418,LITTLEROCK HIGH SCHOOL,Littlerock,Los Angeles,App GPA,3.884705882
LIVE OAK HIGH SCHOOL051420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,Enrl GPA,
LIVE OAK HIGH SCHOOL051420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,Adm GPA,
LIVE OAK HIGH SCHOOL051420,LIVE OAK HIGH SCHOOL,Live Oak,Sutter,App GPA,3.830714286
LIVE OAK HIGH SCHOOL052060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,Enrl GPA,
LIVE OAK HIGH SCHOOL052060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,Adm GPA,
LIVE OAK HIGH SCHOOL052060,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,App GPA,3.936
LIVERMORE HIGH SCHOOL051425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,Enrl GPA,4.265714286
LIVERMORE HIGH SCHOOL051425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,Adm GPA,4.276
LIVERMORE HIGH SCHOOL051425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,App GPA,4.077592593
LIVINGSTON HIGH SCHOOL051430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,Enrl GPA,
LIVINGSTON HIGH SCHOOL051430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,Adm GPA,4.192
LIVINGSTON HIGH SCHOOL051430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,App GPA,3.882333333
LOARA HIGH SCHOOL050084,LOARA HIGH SCHOOL,Anaheim,Orange,Enrl GPA,
LOARA HIGH SCHOOL050084,LOARA HIGH SCHOOL,Anaheim,Orange,Adm GPA,4.218571429
LOARA HIGH SCHOOL050084,LOARA HIGH SCHOOL,Anaheim,Orange,App GPA,3.870714286
LODI HIGH SCHOOL051441,LODI HIGH SCHOOL,Lodi,San Joaquin,Enrl GPA,
LODI HIGH SCHOOL051441,LODI HIGH SCHOOL,Lodi,San Joaquin,Adm GPA,
LODI HIGH SCHOOL051441,LODI HIGH SCHOOL,Lodi,San Joaquin,App GPA,3.984666667
LOMPOC HIGH SCHOOL051455,LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,Enrl GPA,
LOMPOC HIGH SCHOOL051455,LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,Adm GPA,4.141428571
LOMPOC HIGH SCHOOL051455,LOMPOC HIGH SCHOOL,Lompoc,Santa Barbara,App GPA,3.9656
LONG BEACH POLYTECHNIC HS051480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,Enrl GPA,4.157272727
LONG BEACH POLYTECHNIC HS051480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,Adm GPA,4.214883721
LONG BEACH POLYTECHNIC HS051480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,App GPA,4.034204545
LOS ALAMITOS HIGH SCHOOL051508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,Enrl GPA,4.234444444
LOS ALAMITOS HIGH SCHOOL051508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,Adm GPA,4.291304348
LOS ALAMITOS HIGH SCHOOL051508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,App GPA,4.063571429
LOS ALTOS HIGH SCHOOL051360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,Enrl GPA,
LOS ALTOS HIGH SCHOOL051360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,Adm GPA,4.185
LOS ALTOS HIGH SCHOOL051360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,App GPA,4.013428571
LOS ALTOS HIGH SCHOOL051510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,Enrl GPA,4.241666667
LOS ALTOS HIGH SCHOOL051510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,Adm GPA,4.259375
LOS ALTOS HIGH SCHOOL051510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,App GPA,4.059032258
LOS AMIGOS HIGH SCHOOL050963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,Enrl GPA,
LOS AMIGOS HIGH SCHOOL050963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,Adm GPA,4.196666667
LOS AMIGOS HIGH SCHOOL050963,LOS AMIGOS HIGH SCHOOL,Fountain Valley,Orange,App GPA,3.841794872
LOS ANGELES COUNTY HS FOR THE ARTS051677,LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,Enrl GPA,
LOS ANGELES COUNTY HS FOR THE ARTS051677,LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,Adm GPA,3.995
LOS ANGELES COUNTY HS FOR THE ARTS051677,LOS ANGELES COUNTY HS FOR THE ARTS,Los Angeles,Los Angeles,App GPA,3.804193548
LOS ANGELES HS OF THE ARTS054162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,Enrl GPA,
LOS ANGELES HS OF THE ARTS054162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,Adm GPA,
LOS ANGELES HS OF THE ARTS054162,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,App GPA,3.98125
LOS ANGELES LEADERSHIP ACAD HS051660,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,Enrl GPA,
LOS ANGELES LEADERSHIP ACAD HS051660,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,Adm GPA,
LOS ANGELES LEADERSHIP ACAD HS051660,LOS ANGELES LEADERSHIP ACAD HS,Los Angeles,Los Angeles,App GPA,3.82625
LOS ANGELES SCH GLOBAL STUDIES054057,LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,Enrl GPA,
LOS ANGELES SCH GLOBAL STUDIES054057,LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,Adm GPA,
LOS ANGELES SCH GLOBAL STUDIES054057,LOS ANGELES SCH GLOBAL STUDIES,Los Angeles,Los Angeles,App GPA,3.708
LOS ANGELES SENIOR HIGH SCHOOL051680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
LOS ANGELES SENIOR HIGH SCHOOL051680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,
LOS ANGELES SENIOR HIGH SCHOOL051680,LOS ANGELES SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.969090909
LOS BANOS HIGH SCHOOL051845,LOS BANOS HIGH SCHOOL,Los Banos,Merced,Enrl GPA,
LOS BANOS HIGH SCHOOL051845,LOS BANOS HIGH SCHOOL,Los Banos,Merced,Adm GPA,
LOS BANOS HIGH SCHOOL051845,LOS BANOS HIGH SCHOOL,Los Banos,Merced,App GPA,3.863448276
LOS GATOS HIGH SCHOOL051855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,Enrl GPA,4.2575
LOS GATOS HIGH SCHOOL051855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,Adm GPA,4.263333333
LOS GATOS HIGH SCHOOL051855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,App GPA,4.097641026
LOS OSOS HIGH SCHOOL052987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,Enrl GPA,4.2175
LOS OSOS HIGH SCHOOL052987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,Adm GPA,4.2388
LOS OSOS HIGH SCHOOL052987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,App GPA,4.049675325
LOWELL HIGH SCHOOL052970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,Enrl GPA,4.198913043
LOWELL HIGH SCHOOL052970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,Adm GPA,4.215441176
LOWELL HIGH SCHOOL052970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,App GPA,4.063574297
LOWER LAKE HIGH SCHOOL051870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,Enrl GPA,3.94
LOWER LAKE HIGH SCHOOL051870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,Adm GPA,3.981666667
LOWER LAKE HIGH SCHOOL051870,LOWER LAKE HIGH SCHOOL,Lower Lake,Lake,App GPA,3.897272727
LPS OAKLAND R&D CAMPUS054704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,Enrl GPA,
LPS OAKLAND R&D CAMPUS054704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,Adm GPA,
LPS OAKLAND R&D CAMPUS054704,LPS OAKLAND R&D CAMPUS,Oakland,Alameda,App GPA,3.53
LUIS VALDEZ LEADERSHIP ACADEMY054818,LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,Enrl GPA,
LUIS VALDEZ LEADERSHIP ACADEMY054818,LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,Adm GPA,
LUIS VALDEZ LEADERSHIP ACADEMY054818,LUIS VALDEZ LEADERSHIP ACADEMY,San Jose,Santa Clara,App GPA,4.047692308
LUTHER BURBANK HIGH SCHOOL052719,LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,Enrl GPA,
LUTHER BURBANK HIGH SCHOOL052719,LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,Adm GPA,
LUTHER BURBANK HIGH SCHOOL052719,LUTHER BURBANK HIGH SCHOOL,Sacramento,Sacramento,App GPA,3.764736842
LYNBROOK HIGH SCHOOL053463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.204615385
LYNBROOK HIGH SCHOOL053463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,4.256153846
LYNBROOK HIGH SCHOOL053463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,App GPA,4.117930029
LYNWOOD HIGH SCHOOL051885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,Enrl GPA,
LYNWOOD HIGH SCHOOL051885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,Adm GPA,4.23
LYNWOOD HIGH SCHOOL051885,LYNWOOD HIGH SCHOOL,Lynwood,Los Angeles,App GPA,3.671568627
MADERA HIGH SCHOOL051890,MADERA HIGH SCHOOL,Madera,Madera,Enrl GPA,4.022
MADERA HIGH SCHOOL051890,MADERA HIGH SCHOOL,Madera,Madera,Adm GPA,4.081666667
MADERA HIGH SCHOOL051890,MADERA HIGH SCHOOL,Madera,Madera,App GPA,3.787931034
MADERA SOUTH HIGH SCHOOL051874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,Enrl GPA,
MADERA SOUTH HIGH SCHOOL051874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,Adm GPA,
MADERA SOUTH HIGH SCHOOL051874,MADERA SOUTH HIGH SCHOOL,Madera,Madera,App GPA,3.856666667
MADISON PARK ACADEMY054768,MADISON PARK ACADEMY,Oakland,Alameda,Enrl GPA,
MADISON PARK ACADEMY054768,MADISON PARK ACADEMY,Oakland,Alameda,Adm GPA,
MADISON PARK ACADEMY054768,MADISON PARK ACADEMY,Oakland,Alameda,App GPA,3.704117647
MAGNOLIA HIGH SCHOOL050083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,Enrl GPA,
MAGNOLIA HIGH SCHOOL050083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,Adm GPA,4.098
MAGNOLIA HIGH SCHOOL050083,MAGNOLIA HIGH SCHOOL,Anaheim,Orange,App GPA,3.934666667
MAGNOLIA SCI ACADEMY-SANTA ANA054474,MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,Enrl GPA,
MAGNOLIA SCI ACADEMY-SANTA ANA054474,MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,Adm GPA,
MAGNOLIA SCI ACADEMY-SANTA ANA054474,MAGNOLIA SCI ACADEMY-SANTA ANA,Santa Ana,Orange,App GPA,3.855555556
MAGNOLIA SCIENCE ACADEMY 2054475,MAGNOLIA SCIENCE ACADEMY 2,Van Nuys,Los Angeles,Enrl GPA,
MAGNOLIA SCIENCE ACADEMY 2054475,MAGNOLIA SCIENCE ACADEMY 2,Van Nuys,Los Angeles,Adm GPA,
MAGNOLIA SCIENCE ACADEMY 2054475,MAGNOLIA SCIENCE ACADEMY 2,Van Nuys,Los Angeles,App GPA,3.798571429
MAGNOLIA SCIENCE ACADEMY 3054510,MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,Enrl GPA,
MAGNOLIA SCIENCE ACADEMY 3054510,MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,Adm GPA,
MAGNOLIA SCIENCE ACADEMY 3054510,MAGNOLIA SCIENCE ACADEMY 3,Carson,Los Angeles,App GPA,3.854
MAGNOLIA SCIENCE ACADEMY 4054468,MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,Enrl GPA,
MAGNOLIA SCIENCE ACADEMY 4054468,MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,Adm GPA,
MAGNOLIA SCIENCE ACADEMY 4054468,MAGNOLIA SCIENCE ACADEMY 4,Los Angeles,Los Angeles,App GPA,3.706
MAGNOLIA SCIENCE ACADEMY053014,MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,Enrl GPA,
MAGNOLIA SCIENCE ACADEMY053014,MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,Adm GPA,
MAGNOLIA SCIENCE ACADEMY053014,MAGNOLIA SCIENCE ACADEMY,Reseda,Los Angeles,App GPA,3.992857143
MAKING WAVES ACADEMY054553,MAKING WAVES ACADEMY,Richmond,Contra Costa,Enrl GPA,4.005714286
MAKING WAVES ACADEMY054553,MAKING WAVES ACADEMY,Richmond,Contra Costa,Adm GPA,4.122307692
MAKING WAVES ACADEMY054553,MAKING WAVES ACADEMY,Richmond,Contra Costa,App GPA,3.923191489
MALIBU HIGH SCHOOL051896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Enrl GPA,
MALIBU HIGH SCHOOL051896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,Adm GPA,4.247142857
MALIBU HIGH SCHOOL051896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,App GPA,4.10375
MAMMOTH HIGH SCHOOL051892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,Enrl GPA,
MAMMOTH HIGH SCHOOL051892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,Adm GPA,
MAMMOTH HIGH SCHOOL051892,MAMMOTH HIGH SCHOOL,Mammoth Lakes,Mono,App GPA,4.093333333
MANTECA HIGH SCHOOL051900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,Enrl GPA,
MANTECA HIGH SCHOOL051900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,Adm GPA,
MANTECA HIGH SCHOOL051900,MANTECA HIGH SCHOOL,Manteca,San Joaquin,App GPA,3.987826087
MANUAL ARTS SENIOR HIGH SCHOOL051700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
MANUAL ARTS SENIOR HIGH SCHOOL051700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,
MANUAL ARTS SENIOR HIGH SCHOOL051700,MANUAL ARTS SENIOR HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.537826087
MAR VISTA HIGH SCHOOL051242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,Enrl GPA,
MAR VISTA HIGH SCHOOL051242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,Adm GPA,
MAR VISTA HIGH SCHOOL051242,MAR VISTA HIGH SCHOOL,Imperial Beach,San Diego,App GPA,3.985909091
MARCO ANTONIO FIREBAUGH HS052039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,Enrl GPA,
MARCO ANTONIO FIREBAUGH HS052039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,Adm GPA,
MARCO ANTONIO FIREBAUGH HS052039,MARCO ANTONIO FIREBAUGH HS,Lynwood,Los Angeles,App GPA,3.761538462
MARIA CARRILLO HIGH SCHOOL053386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Enrl GPA,
MARIA CARRILLO HIGH SCHOOL053386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,Adm GPA,4.248571429
MARIA CARRILLO HIGH SCHOOL053386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,App GPA,3.966417910
MARINA HIGH SCHOOL051221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Enrl GPA,
MARINA HIGH SCHOOL051221,MARINA HIGH SCHOOL,Huntington Beach,Orange,Adm GPA,4.158333333
MARINA HIGH SCHOOL051221,MARINA HIGH SCHOOL,Huntington Beach,Orange,App GPA,4.031818182
MARINA HIGH SCHOOL051938,MARINA HIGH SCHOOL,Marina,Monterey,Enrl GPA,
MARINA HIGH SCHOOL051938,MARINA HIGH SCHOOL,Marina,Monterey,Adm GPA,
MARINA HIGH SCHOOL051938,MARINA HIGH SCHOOL,Marina,Monterey,App GPA,4.095555556
MARIPOSA COUNTY HIGH SCHOOL051910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,Enrl GPA,
MARIPOSA COUNTY HIGH SCHOOL051910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,Adm GPA,
MARIPOSA COUNTY HIGH SCHOOL051910,MARIPOSA COUNTY HIGH SCHOOL,Mariposa,Mariposa,App GPA,4.101111111
MARK KEPPEL HIGH SCHOOL050055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Enrl GPA,4.135454545
MARK KEPPEL HIGH SCHOOL050055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,Adm GPA,4.174210526
MARK KEPPEL HIGH SCHOOL050055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,App GPA,3.913511905
MARTIN LUTHER KING HIGH SCHOOL052567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Enrl GPA,4.196
MARTIN LUTHER KING HIGH SCHOOL052567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,Adm GPA,4.257777778
MARTIN LUTHER KING HIGH SCHOOL052567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,App GPA,4.049558824
MARYSVILLE HIGH SCHOOL051925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,Enrl GPA,
MARYSVILLE HIGH SCHOOL051925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,Adm GPA,
MARYSVILLE HIGH SCHOOL051925,MARYSVILLE HIGH SCHOOL,Marysville,Yuba,App GPA,3.924
MATH AND SCIENCE COLLEGE PREP054767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,
MATH AND SCIENCE COLLEGE PREP054767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,
MATH AND SCIENCE COLLEGE PREP054767,MATH AND SCIENCE COLLEGE PREP,Los Angeles,Los Angeles,App GPA,4.063076923
MATH SCIENCE TECHNOLOGY MAGNET054436,MATH SCIENCE TECHNOLOGY MAGNET,Los Angeles,Los Angeles,Enrl GPA,
MATH SCIENCE TECHNOLOGY MAGNET054436,MATH SCIENCE TECHNOLOGY MAGNET,Los Angeles,Los Angeles,Adm GPA,4.113333333
MATH SCIENCE TECHNOLOGY MAGNET054436,MATH SCIENCE TECHNOLOGY MAGNET,Los Angeles,Los Angeles,App GPA,3.855333333
MATILDA TORRES HIGH SCHOOL053170,MATILDA TORRES HIGH SCHOOL,Madera,Madera,Enrl GPA,
MATILDA TORRES HIGH SCHOOL053170,MATILDA TORRES HIGH SCHOOL,Madera,Madera,Adm GPA,
MATILDA TORRES HIGH SCHOOL053170,MATILDA TORRES HIGH SCHOOL,Madera,Madera,App GPA,3.900238095
MAYFAIR HIGH SCHOOL051348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Enrl GPA,
MAYFAIR HIGH SCHOOL051348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,Adm GPA,
MAYFAIR HIGH SCHOOL051348,MAYFAIR HIGH SCHOOL,Lakewood,Los Angeles,App GPA,3.866363636
MAYWOOD ACADEMY HIGH SCHOOL053998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,Enrl GPA,
MAYWOOD ACADEMY HIGH SCHOOL053998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,Adm GPA,
MAYWOOD ACADEMY HIGH SCHOOL053998,MAYWOOD ACADEMY HIGH SCHOOL,Maywood,Los Angeles,App GPA,3.749333333
MAYWOOD CTR ENRICHED STUDIES050551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,Enrl GPA,
MAYWOOD CTR ENRICHED STUDIES050551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,Adm GPA,4.228
MAYWOOD CTR ENRICHED STUDIES050551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,App GPA,3.661276596
MCCLYMONDS HIGH SCHOOL052220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,Enrl GPA,
MCCLYMONDS HIGH SCHOOL052220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,Adm GPA,
MCCLYMONDS HIGH SCHOOL052220,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,App GPA,3.584705882
MCFARLAND HIGH SCHOOL051945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,Enrl GPA,
MCFARLAND HIGH SCHOOL051945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,Adm GPA,
MCFARLAND HIGH SCHOOL051945,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,App GPA,3.69375
MCKINLEYVILLE HIGH SCHOOL051948,MCKINLEYVILLE HIGH SCHOOL,Mckinleyville,Humboldt,Enrl GPA,4.308
MCKINLEYVILLE HIGH SCHOOL051948,MCKINLEYVILLE HIGH SCHOOL,Mckinleyville,Humboldt,Adm GPA,4.27
MCKINLEYVILLE HIGH SCHOOL051948,MCKINLEYVILLE HIGH SCHOOL,Mckinleyville,Humboldt,App GPA,4.173333333
MCLANE HIGH SCHOOL050977,MCLANE HIGH SCHOOL,Fresno,Fresno,Enrl GPA,
MCLANE HIGH SCHOOL050977,MCLANE HIGH SCHOOL,Fresno,Fresno,Adm GPA,4.284
MCLANE HIGH SCHOOL050977,MCLANE HIGH SCHOOL,Fresno,Fresno,App GPA,3.907727273
MENDOCINO HIGH SCHOOL051950,MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,Enrl GPA,
MENDOCINO HIGH SCHOOL051950,MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,Adm GPA,
MENDOCINO HIGH SCHOOL051950,MENDOCINO HIGH SCHOOL,Mendocino,Mendocino,App GPA,4.092222222
MENDOTA HIGH SCHOOL051952,MENDOTA HIGH SCHOOL,Mendota,Fresno,Enrl GPA,
MENDOTA HIGH SCHOOL051952,MENDOTA HIGH SCHOOL,Mendota,Fresno,Adm GPA,4.232857143
MENDOTA HIGH SCHOOL051952,MENDOTA HIGH SCHOOL,Mendota,Fresno,App GPA,4.009444444
MENLO ATHERTON HIGH SCHOOL050170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Enrl GPA,4.195333333
MENLO ATHERTON HIGH SCHOOL050170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,Adm GPA,4.238
MENLO ATHERTON HIGH SCHOOL050170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,App GPA,4.002290503
MERCED HIGH SCHOOL051963,MERCED HIGH SCHOOL,Merced,Merced,Enrl GPA,
MERCED HIGH SCHOOL051963,MERCED HIGH SCHOOL,Merced,Merced,Adm GPA,4.142857143
MERCED HIGH SCHOOL051963,MERCED HIGH SCHOOL,Merced,Merced,App GPA,3.887777778
MERRILL F WEST HIGH SCHOOL053532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,Enrl GPA,
MERRILL F WEST HIGH SCHOOL053532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,Adm GPA,4.182
MERRILL F WEST HIGH SCHOOL053532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,App GPA,3.895434783
MESA VERDE HIGH SCHOOL050587,MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,Enrl GPA,
MESA VERDE HIGH SCHOOL050587,MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,Adm GPA,
MESA VERDE HIGH SCHOOL050587,MESA VERDE HIGH SCHOOL,Citrus Heights,Sacramento,App GPA,3.96
METWEST HIGH SCHOOL053009,METWEST HIGH SCHOOL,Oakland,Alameda,Enrl GPA,
METWEST HIGH SCHOOL053009,METWEST HIGH SCHOOL,Oakland,Alameda,Adm GPA,
METWEST HIGH SCHOOL053009,METWEST HIGH SCHOOL,Oakland,Alameda,App GPA,3.804137931
MIDDLE COLLEGE HIGH SCHOOL051722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,
MIDDLE COLLEGE HIGH SCHOOL051722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,4.11
MIDDLE COLLEGE HIGH SCHOOL051722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.7603125
MIDDLE COLLEGE HIGH SCHOOL052949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,Enrl GPA,
MIDDLE COLLEGE HIGH SCHOOL052949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,Adm GPA,4.24
MIDDLE COLLEGE HIGH SCHOOL052949,MIDDLE COLLEGE HIGH SCHOOL,San Bernardino,San Bernardino,App GPA,3.911538462
MIDDLE COLLEGE HIGH SCHOOL053204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Enrl GPA,4.341428571
MIDDLE COLLEGE HIGH SCHOOL053204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,Adm GPA,4.341
MIDDLE COLLEGE HIGH SCHOOL053204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,App GPA,4.124390244
MIDDLE COLLEGE HIGH SCHOOL053258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Enrl GPA,
MIDDLE COLLEGE HIGH SCHOOL053258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,Adm GPA,4.162222222
MIDDLE COLLEGE HIGH SCHOOL053258,MIDDLE COLLEGE HIGH SCHOOL,Santa Ana,Orange,App GPA,3.8953125
MIDDLE COLLEGE HIGH SCHOOL053599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,
MIDDLE COLLEGE HIGH SCHOOL053599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,4.161666667
MIDDLE COLLEGE HIGH SCHOOL053599,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,App GPA,4.03875
MIDDLETOWN HIGH SCHOOL051970,MIDDLETOWN HIGH SCHOOL,Middletown,Lake,Enrl GPA,
MIDDLETOWN HIGH SCHOOL051970,MIDDLETOWN HIGH SCHOOL,Middletown,Lake,Adm GPA,
