Calculation1,City,County/State/ Territory,Count,gender,School,Pivot Field Values
KING CHAVEZ COMMUNITY HIGH SCH54507,San Diego,San Diego,Adm,All,KING CHAVEZ COMMUNITY HIGH SCH,
KING CHAVEZ COMMUNITY HIGH SCH54507,San Diego,San Diego,App,All,KING CHAVEZ COMMUNITY HIGH SCH,
KING CITY JOINT UNION HS51305,King City,Monterey,Enr,Unknown,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Adm,Unknown,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,App,Unknown,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Enr,Other,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Adm,Other,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,App,Other,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Enr,Male,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Adm,Male,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,App,Male,KING CITY JOINT UNION HS,10
KING CITY JOINT UNION HS51305,King City,Monterey,Enr,Female,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Adm,Female,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,App,Female,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Enr,All,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,Adm,All,KING CITY JOINT UNION HS,
KING CITY JOINT UNION HS51305,King City,Monterey,App,All,KING CITY JOINT UNION HS,14
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Enr,Unknown,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Adm,Unknown,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,App,Unknown,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Enr,Other,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Adm,Other,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,App,Other,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Enr,Male,KING DREW MAGNET HS MED/SCI,
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Adm,Male,KING DREW MAGNET HS MED/SCI,3
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,App,Male,KING DREW MAGNET HS MED/SCI,19
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Enr,Female,KING DREW MAGNET HS MED/SCI,4
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Adm,Female,KING DREW MAGNET HS MED/SCI,17
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,App,Female,KING DREW MAGNET HS MED/SCI,58
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Enr,All,KING DREW MAGNET HS MED/SCI,4
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,Adm,All,KING DREW MAGNET HS MED/SCI,20
KING DREW MAGNET HS MED/SCI51672,Los Angeles,Los Angeles,App,All,KING DREW MAGNET HS MED/SCI,77
KINGS CANYON ONLINE54665,Dunlap,Fresno,Enr,Unknown,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Adm,Unknown,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,App,Unknown,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Enr,Other,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Adm,Other,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,App,Other,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Enr,Male,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Adm,Male,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,App,Male,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Enr,All,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,Adm,All,KINGS CANYON ONLINE,
KINGS CANYON ONLINE54665,Dunlap,Fresno,App,All,KINGS CANYON ONLINE,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Enr,Unknown,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Adm,Unknown,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,App,Unknown,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Enr,Other,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Adm,Other,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,App,Other,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Enr,Female,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Adm,Female,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,App,Female,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Enr,All,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,Adm,All,KINGS VALLEY ACADEMY II,
KINGS VALLEY ACADEMY II51293,Hanford,Kings,App,All,KINGS VALLEY ACADEMY II,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Enr,Unknown,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Adm,Unknown,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,App,Unknown,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Enr,Other,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Adm,Other,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,App,Other,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Enr,Male,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Adm,Male,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,App,Male,KINGSBURG HIGH SCHOOL,5
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Enr,Female,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Adm,Female,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,App,Female,KINGSBURG HIGH SCHOOL,10
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Enr,All,KINGSBURG HIGH SCHOOL,
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,Adm,All,KINGSBURG HIGH SCHOOL,3
KINGSBURG HIGH SCHOOL51310,Kingsburg,Fresno,App,All,KINGSBURG HIGH SCHOOL,15
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Enr,Unknown,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Adm,Unknown,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,App,Unknown,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Enr,Other,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Adm,Other,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,App,Other,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Enr,Male,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Adm,Male,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,App,Male,KIPP KING COLLEGIATE HIGH SCH,40
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Enr,Female,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Adm,Female,KIPP KING COLLEGIATE HIGH SCH,8
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,App,Female,KIPP KING COLLEGIATE HIGH SCH,38
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Enr,All,KIPP KING COLLEGIATE HIGH SCH,
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,Adm,All,KIPP KING COLLEGIATE HIGH SCH,11
KIPP KING COLLEGIATE HIGH SCH54231,San Lorenzo,Alameda,App,All,KIPP KING COLLEGIATE HIGH SCH,82
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Enr,Unknown,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Adm,Unknown,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,App,Unknown,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Enr,Other,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Adm,Other,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,App,Other,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Enr,Male,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Adm,Male,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,App,Male,KIPP NAVIGATE COLLEGE PREP,14
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Enr,Female,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Adm,Female,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,App,Female,KIPP NAVIGATE COLLEGE PREP,9
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Enr,All,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,Adm,All,KIPP NAVIGATE COLLEGE PREP,
KIPP NAVIGATE COLLEGE PREP54927,San Jose,Santa Clara,App,All,KIPP NAVIGATE COLLEGE PREP,23
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Enr,Unknown,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Adm,Unknown,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,App,Unknown,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Enr,Other,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Adm,Other,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,App,Other,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Enr,Male,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Adm,Male,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,App,Male,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Enr,Female,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Adm,Female,KIPP SAN FRANCISCO COLG PREP,3
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,App,Female,KIPP SAN FRANCISCO COLG PREP,10
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Enr,All,KIPP SAN FRANCISCO COLG PREP,
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,Adm,All,KIPP SAN FRANCISCO COLG PREP,4
KIPP SAN FRANCISCO COLG PREP54816,San Francisco,San Francisco,App,All,KIPP SAN FRANCISCO COLG PREP,18
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Enr,Unknown,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Adm,Unknown,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,App,Unknown,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Enr,Other,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Adm,Other,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,App,Other,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Enr,Male,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Adm,Male,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,App,Male,KIPP SAN JOSE COLLEGIATE,20
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Enr,Female,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Adm,Female,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,App,Female,KIPP SAN JOSE COLLEGIATE,18
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Enr,All,KIPP SAN JOSE COLLEGIATE,
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,Adm,All,KIPP SAN JOSE COLLEGIATE,3
KIPP SAN JOSE COLLEGIATE54377,San Jose,Santa Clara,App,All,KIPP SAN JOSE COLLEGIATE,42
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Enr,Unknown,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Adm,Unknown,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,App,Unknown,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Enr,Other,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Adm,Other,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,App,Other,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Enr,Male,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Adm,Male,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,App,Male,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Enr,Female,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Adm,Female,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,App,Female,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Enr,All,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,Adm,All,KONOCTI EDUCATION CENTER SCHL,
KONOCTI EDUCATION CENTER SCHL54844,Clear Lake,Lake,App,All,KONOCTI EDUCATION CENTER SCHL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Enr,Unknown,LA CANADA HIGH SCHOOL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Adm,Unknown,LA CANADA HIGH SCHOOL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,App,Unknown,LA CANADA HIGH SCHOOL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Enr,Other,LA CANADA HIGH SCHOOL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Adm,Other,LA CANADA HIGH SCHOOL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,App,Other,LA CANADA HIGH SCHOOL,
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Enr,Male,LA CANADA HIGH SCHOOL,5
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Adm,Male,LA CANADA HIGH SCHOOL,10
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,App,Male,LA CANADA HIGH SCHOOL,82
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Enr,Female,LA CANADA HIGH SCHOOL,7
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Adm,Female,LA CANADA HIGH SCHOOL,8
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,App,Female,LA CANADA HIGH SCHOOL,59
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Enr,All,LA CANADA HIGH SCHOOL,15
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,Adm,All,LA CANADA HIGH SCHOOL,22
LA CANADA HIGH SCHOOL51312,La Canada,Los Angeles,App,All,LA CANADA HIGH SCHOOL,150
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Enr,Unknown,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Adm,Unknown,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,App,Unknown,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Enr,Other,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Adm,Other,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,App,Other,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Enr,Male,LA CENTER ENRICHED STUDIES,
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Adm,Male,LA CENTER ENRICHED STUDIES,6
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,App,Male,LA CENTER ENRICHED STUDIES,36
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Enr,Female,LA CENTER ENRICHED STUDIES,7
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Adm,Female,LA CENTER ENRICHED STUDIES,15
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,App,Female,LA CENTER ENRICHED STUDIES,67
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Enr,All,LA CENTER ENRICHED STUDIES,8
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,Adm,All,LA CENTER ENRICHED STUDIES,23
LA CENTER ENRICHED STUDIES51561,Los Angeles,Los Angeles,App,All,LA CENTER ENRICHED STUDIES,109
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Enr,Unknown,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Adm,Unknown,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,App,Unknown,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Enr,Other,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Adm,Other,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,App,Other,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Enr,Male,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Adm,Male,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,App,Male,LA COSTA CANYON HIGH SCHOOL,31
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Enr,Female,LA COSTA CANYON HIGH SCHOOL,
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Adm,Female,LA COSTA CANYON HIGH SCHOOL,8
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,App,Female,LA COSTA CANYON HIGH SCHOOL,35
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Enr,All,LA COSTA CANYON HIGH SCHOOL,3
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,Adm,All,LA COSTA CANYON HIGH SCHOOL,10
LA COSTA CANYON HIGH SCHOOL50858,Carlsbad,San Diego,App,All,LA COSTA CANYON HIGH SCHOOL,73
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Enr,Unknown,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Adm,Unknown,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,App,Unknown,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Enr,Other,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Adm,Other,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,App,Other,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Enr,Male,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Adm,Male,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,App,Male,LA HABRA HIGH SCHOOL,13
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Enr,Female,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Adm,Female,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,App,Female,LA HABRA HIGH SCHOOL,20
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Enr,All,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,Adm,All,LA HABRA HIGH SCHOOL,
LA HABRA HIGH SCHOOL51325,La Habra,Orange,App,All,LA HABRA HIGH SCHOOL,34
LA JOLLA HIGH51335,La Jolla,San Diego,Enr,Unknown,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,Adm,Unknown,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,App,Unknown,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,Enr,Other,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,Adm,Other,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,App,Other,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,Enr,Male,LA JOLLA HIGH,
LA JOLLA HIGH51335,La Jolla,San Diego,Adm,Male,LA JOLLA HIGH,4
LA JOLLA HIGH51335,La Jolla,San Diego,App,Male,LA JOLLA HIGH,53
LA JOLLA HIGH51335,La Jolla,San Diego,Enr,Female,LA JOLLA HIGH,5
LA JOLLA HIGH51335,La Jolla,San Diego,Adm,Female,LA JOLLA HIGH,11
LA JOLLA HIGH51335,La Jolla,San Diego,App,Female,LA JOLLA HIGH,58
LA JOLLA HIGH51335,La Jolla,San Diego,Enr,All,LA JOLLA HIGH,7
LA JOLLA HIGH51335,La Jolla,San Diego,Adm,All,LA JOLLA HIGH,15
LA JOLLA HIGH51335,La Jolla,San Diego,App,All,LA JOLLA HIGH,114
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Enr,Unknown,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Adm,Unknown,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,App,Unknown,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Enr,Other,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Adm,Other,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,App,Other,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Enr,Male,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Adm,Male,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,App,Male,LA MIRADA HIGH SCHOOL,18
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Enr,Female,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Adm,Female,LA MIRADA HIGH SCHOOL,4
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,App,Female,LA MIRADA HIGH SCHOOL,21
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Enr,All,LA MIRADA HIGH SCHOOL,
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,Adm,All,LA MIRADA HIGH SCHOOL,6
LA MIRADA HIGH SCHOOL51352,La Mirada,Los Angeles,App,All,LA MIRADA HIGH SCHOOL,41
LA PUENTE HIGH SCHOOL51359,La Puente,Los Angeles,Enr,Unknown,LA PUENTE HIGH SCHOOL,
LA PUENTE HIGH SCHOOL51359,La Puente,Los Angeles,Adm,Unknown,LA PUENTE HIGH SCHOOL,
LA PUENTE HIGH SCHOOL51359,La Puente,Los Angeles,App,Unknown,LA PUENTE HIGH SCHOOL,
LA PUENTE HIGH SCHOOL51359,La Puente,Los Angeles,Enr,Other,LA PUENTE HIGH SCHOOL,
